deployment_code,detection_start_datetime,detection_end_datetime,detection_effort_secs,detection_sound_source_code,organization_code,analysis_code,detection_call_type_code,detection_result_code
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T23:02:46Z,2024-11-03T23:02:53Z,7,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T23:11:12Z,2024-12-01T01:15:40Z,7468,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T23:15:19Z,2024-11-07T23:47:55Z,1957,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T23:21:30Z,2024-09-18T23:27:28Z,358,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T23:38:21Z,2024-11-03T00:00:11Z,1310,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T23:43:24Z,2024-09-22T23:52:40Z,556,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T23:45:51Z,2024-10-08T23:46:12Z,21,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_RODEOHACK,2026-01-31T00:01:57Z,2024-08-23T00:23:56Z,1319,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T00:18:49Z,2024-09-19T00:22:02Z,193,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T00:39:38Z,2024-11-06T00:42:27Z,169,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T00:40:11Z,2024-10-28T00:40:22Z,11,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T00:44:12Z,2024-11-04T00:44:43Z,31,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T00:59:59Z,2024-11-03T01:01:51Z,112,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T01:02:08Z,2024-09-20T01:15:22Z,794,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-31T01:07:57Z,2024-11-06T01:16:37Z,520,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-31T01:10:33Z,2024-11-25T01:27:31Z,1018,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T01:33:01Z,2024-10-28T01:43:41Z,640,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T01:48:22Z,2024-11-03T01:56:09Z,468,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T02:05:22Z,2024-10-27T02:18:03Z,762,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T02:06:25Z,2024-09-20T02:19:53Z,808,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T02:08:09Z,2024-10-29T02:10:19Z,129,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T02:26:40Z,2024-10-30T02:58:29Z,1910,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T02:42:36Z,2024-11-08T03:07:09Z,1472,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T03:14:01Z,2024-11-14T03:16:49Z,167,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T03:44:35Z,2024-10-06T03:55:29Z,655,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T03:48:39Z,2024-09-15T04:23:55Z,2116,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T03:55:29Z,2024-09-18T04:12:56Z,1047,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T04:04:26Z,2024-11-06T04:08:30Z,245,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T04:08:56Z,2024-11-02T04:33:48Z,1492,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T04:15:06Z,2024-10-10T04:15:36Z,30,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T04:37:33Z,2024-10-06T05:02:01Z,1468,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T04:59:35Z,2024-11-19T05:26:32Z,1617,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-31T05:03:13Z,2024-12-02T05:24:03Z,1250,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T05:29:25Z,2024-10-29T05:46:08Z,1004,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-31T06:12:51Z,2024-09-16T06:17:46Z,296,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-31T06:50:55Z,2024-09-16T07:02:12Z,677,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T06:53:25Z,2024-09-22T07:03:25Z,600,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-31T07:13:06Z,2024-09-18T07:23:23Z,618,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T07:24:00Z,2024-09-17T07:55:22Z,1882,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T07:28:56Z,2024-11-16T08:10:38Z,2503,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T07:41:16Z,2024-11-09T07:41:18Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-31T07:45:59Z,2024-12-02T07:59:24Z,805,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T08:06:32Z,2024-11-03T08:27:43Z,1271,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T08:13:17Z,2024-11-18T08:13:40Z,23,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T08:22:53Z,2024-11-12T08:46:07Z,1394,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T08:41:34Z,2024-11-18T08:53:39Z,725,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T08:43:04Z,2024-11-07T09:26:28Z,2604,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-31T08:50:56Z,2024-09-19T09:11:25Z,1228,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T09:05:11Z,2024-09-15T09:05:15Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-01-31T09:07:45Z,2024-10-10T09:19:47Z,722,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T09:22:00Z,2024-10-31T09:28:29Z,390,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T09:53:08Z,2024-11-08T10:46:55Z,3227,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T10:08:17Z,2024-11-11T10:09:42Z,85,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T10:19:44Z,2024-09-21T10:42:26Z,1362,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T10:46:40Z,2024-11-08T10:48:21Z,101,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T11:19:14Z,2024-10-11T11:19:28Z,14,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T11:27:49Z,2024-10-13T11:59:32Z,1902,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T11:34:30Z,2024-11-01T11:49:24Z,894,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T11:36:22Z,2024-09-22T11:54:02Z,1060,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T11:45:09Z,2024-09-21T11:51:07Z,358,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T11:57:00Z,2024-10-08T13:43:08Z,6368,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T12:29:15Z,2024-10-07T12:41:07Z,712,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T13:02:37Z,2024-11-06T13:03:28Z,51,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_RODEOHACK,2026-01-31T13:03:20Z,2024-11-30T13:13:16Z,596,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T13:12:18Z,2024-11-04T13:16:23Z,245,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_RODEOHACK,2026-01-31T14:03:35Z,2024-11-24T14:13:10Z,574,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T14:18:11Z,2024-11-18T14:32:05Z,834,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T14:18:20Z,2024-11-04T14:28:39Z,618,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T14:56:08Z,2024-09-21T15:10:02Z,833,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T15:17:21Z,2024-11-06T15:28:50Z,689,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T15:31:56Z,2024-11-03T16:08:11Z,2175,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T15:33:17Z,2024-09-22T15:50:47Z,1050,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T15:42:39Z,2024-09-20T15:43:08Z,29,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T15:49:49Z,2024-10-27T16:06:15Z,986,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T16:01:49Z,2024-10-28T16:25:49Z,1441,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T16:09:10Z,2024-10-09T16:10:56Z,106,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T16:15:25Z,2024-11-04T16:21:43Z,378,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T16:18:51Z,2024-11-05T16:20:27Z,96,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-31T16:26:33Z,2024-09-19T16:30:05Z,212,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T16:28:27Z,2024-11-08T17:25:28Z,3420,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240915_RODEOHACK,2026-01-31T16:45:39Z,2024-09-17T16:54:50Z,552,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T16:46:23Z,2024-11-02T16:47:02Z,39,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240821_RODEOHACK,2026-01-31T16:55:34Z,2024-08-24T17:18:58Z,1404,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_RODEOHACK,2026-01-31T17:03:40Z,2024-11-30T17:27:30Z,1430,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T17:05:53Z,2024-10-30T17:33:43Z,1670,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T17:08:52Z,2024-11-03T17:22:25Z,813,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T17:09:46Z,2024-10-10T17:10:47Z,62,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-01-31T17:24:42Z,2024-10-09T17:55:24Z,1842,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T17:52:12Z,2024-09-14T18:15:36Z,1405,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T18:07:17Z,2024-10-29T18:21:38Z,861,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241009_RODEOHACK,2026-01-31T18:25:24Z,2024-10-10T18:27:44Z,140,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T18:27:40Z,2024-09-21T19:15:54Z,2893,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-31T18:40:26Z,2024-11-09T19:05:28Z,1502,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T18:41:21Z,2024-09-17T19:17:19Z,2158,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T18:41:45Z,2024-11-07T19:44:03Z,3739,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-31T18:52:07Z,2024-11-02T18:52:09Z,2,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_RODEOHACK,2026-01-31T19:05:17Z,2024-08-22T19:05:49Z,32,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_RODEOHACK,2026-01-31T19:39:43Z,2024-08-24T19:39:45Z,2,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-31T19:42:46Z,2024-10-28T19:42:56Z,10,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T19:46:43Z,2024-10-28T19:47:00Z,17,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-31T20:07:12Z,2024-11-29T20:31:03Z,1430,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-31T20:09:13Z,2024-10-10T20:20:54Z,700,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-31T20:14:39Z,2024-10-29T20:33:47Z,1147,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-31T20:16:33Z,2024-09-20T20:24:20Z,467,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_RODEOHACK,2026-01-31T20:17:58Z,2024-12-01T20:44:21Z,1584,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T21:08:15Z,2024-09-20T21:23:06Z,891,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-31T21:10:39Z,2024-10-31T21:17:22Z,403,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240915_RODEOHACK,2026-01-31T21:46:51Z,2024-09-18T21:49:30Z,158,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_RODEOHACK,2026-01-31T21:47:55Z,2024-11-22T21:47:58Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T21:58:55Z,2024-09-19T22:11:27Z,752,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T22:04:58Z,2024-11-07T22:55:01Z,3003,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T22:18:29Z,2024-10-27T22:49:41Z,1871,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_RODEOHACK,2026-01-31T22:42:46Z,2024-08-25T22:45:10Z,144,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-31T22:59:23Z,2024-11-08T23:22:10Z,1367,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-01-31T23:30:38Z,2024-10-08T23:39:20Z,523,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T23:38:25Z,2024-11-20T23:46:17Z,472,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-31T23:43:17Z,2024-09-21T23:49:10Z,353,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-31T23:51:49Z,2024-11-15T23:51:56Z,7,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-02-01T01:10:33Z,2024-11-25T01:27:31Z,1018,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-01T02:19:05Z,2024-09-20T02:59:25Z,2420,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-01T03:44:35Z,2024-10-06T03:55:29Z,655,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-01T07:24:00Z,2024-09-17T07:55:22Z,1882,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-02-01T08:13:17Z,2024-11-18T08:13:40Z,23,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240817_RODEOHACK,2026-02-01T15:23:03Z,2024-08-18T15:23:08Z,5,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-01T16:38:05Z,2024-10-29T16:57:01Z,1136,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-02-01T17:24:42Z,2024-10-09T17:55:24Z,1842,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-01T19:29:02Z,2024-09-21T19:32:54Z,232,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-01T20:31:46Z,2024-09-23T20:31:57Z,11,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-01T20:59:49Z,2024-09-18T21:25:07Z,1517,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_RODEOHACK,2026-02-01T22:31:45Z,2024-11-28T22:38:05Z,381,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-02-01T23:58:20Z,2024-11-18T00:42:44Z,2664,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-02T07:16:47Z,2024-11-09T07:26:24Z,577,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-02T09:12:58Z,2024-10-09T09:13:02Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-02-02T10:08:17Z,2024-11-11T10:09:42Z,85,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-02T10:44:18Z,2024-11-02T10:52:18Z,481,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-02T11:16:31Z,2024-09-22T11:24:41Z,490,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-02T12:20:45Z,2024-09-15T12:25:01Z,257,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-02-02T18:43:21Z,2024-11-25T18:58:17Z,896,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_RODEOHACK,2026-02-02T19:43:09Z,2024-11-27T19:49:59Z,410,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-02-03T02:28:32Z,2024-11-13T02:28:49Z,17,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-03T20:35:58Z,2024-10-09T21:14:27Z,2309,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
